,Unnamed: 0,BP_date,address,apn,best_date,best_stat,comp_date,con_date,dbi_permit,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified,project_time_years,geometry,index_right,nhood,zone_class
1491,17343,2010-08-11,251 ARKANSAS ST,4004024,2014-05-29,CONSTRUCTION,01/01/2015,2013-11-20,200905208827.0,2009-05-20,2009-05-20,2009-05-20,2014-05-29,CONSTRUCTION,"('2009-05-20', '2009-05-20', '2009-05-20', '2010-08-11', '2010-08-11', '2010-08-11', '2010-08-11', '2010-08-11', '2010-08-11', '2010-08-11', '2010-08-11', '2010-08-11', '2010-08-11', '2013-03-06', '2013-03-06', '2013-03-06', '2013-11-20', '2013-11-20', '2014-05-29', '2014-05-29', '2014-05-29')",2052.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2014,Under Construction,2.0,2.0,-122.398348,37.763095,RH-3,RH-3,5.6219178082191785,POINT (-122.398348 37.763095),28,Potrero Hill,Conventional Residential
1603,2299,,690 ARKANSAS ST,4098037,2010-03-01,CONSTRUCTION,04/01/2010,2009-09-18,200703156345,2007-03-15,2009-09-18,2007-03-15,2010-03-01,CONSTRUCTION,"('2009-09-18', '2009-11-24', '2010-03-01')",1113.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2010,Under Construction,1.0,1.0,-122.398178,37.757648,RH-2,RH-2,3.0493150684931507,POINT (-122.398178 37.757648),28,Potrero Hill,Conventional Residential
1163,25646,2014-11-05,238 MISSOURI ST,4003006,2016-04-26,CONSTRUCTION,10/01/2016,2015-07-09,201310038371,2013-10-03,2013-10-03,2013-10-03,2016-04-26,CONSTRUCTION,"('2013-10-03', '2013-10-03', '2013-10-03', '2013-10-03', '2014-11-05', '2014-11-05', '2015-07-09', '2015-10-30', '2016-01-14', '2016-03-18', '2016-04-26', '2016-04-26')",1094.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,1.0,1.0,-122.39691503,37.763366083499996,RH-3,RH-3,2.9972602739726026,POINT (-122.39691503 37.7633660835),28,Potrero Hill,Conventional Residential
821,8929,2012-03-19,466 MISSOURI ST,4067009A,2012-04-11,CONSTRUCTION,07/01/2012,2012-04-11,201008239387,2010-08-23,2010-08-23,2010-08-23,2012-04-11,CONSTRUCTION,"('2010-08-23', '2010-08-23', '2010-08-23', '2010-08-23', '2010-08-23', '2010-08-23', '2012-03-19', '2012-04-11')",678.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION')",2,2012,Under Construction,1.0,1.0,-122.396634,37.760425,RH-2,RH-2,1.8575342465753424,POINT (-122.396634 37.760425),28,Potrero Hill,Conventional Residential
2487,11279,,585 TEXAS ST,4102052,2010-09-09,CONSTRUCTION,04/01/2013,2009-07-17,200606133915,2006-06-13,2009-07-17,2006-06-13,2010-09-09,CONSTRUCTION,"('2009-07-17', '2009-07-17', '2009-07-17', '2009-07-17', '2010-09-09', '2010-09-09', '2010-09-09', '2010-09-09', '2010-09-09', '2010-09-09', '2010-09-09', '2010-09-09', '2010-09-09', '2010-09-09', '2010-09-09')",2484.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2013,Under Construction,1.0,1.0,-122.395066,37.759002,RH-2,RH-2,6.8054794520547945,POINT (-122.395066 37.759002),28,Potrero Hill,Conventional Residential
198,6113,2008-08-25,1030-38 MISSISSIPPI ST,4224017,2011-03-02,CONSTRUCTION,07/01/2011,2010-12-30,200705010117,2007-05-01,2008-08-25,2007-05-01,2011-03-02,CONSTRUCTION,"('2008-08-25', '2008-08-25', '2008-08-25', '2008-08-25', '2008-08-25', '2010-12-30', '2011-03-02', '2011-03-02')",1522.0,"('BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'BP APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2011,Under Construction,2.0,2.0,-122.393857,37.75298,RH-3,RH-3,4.16986301369863,POINT (-122.393857 37.75298),28,Potrero Hill,Conventional Residential
1809,27641,,650 INDIANA ST (BLDG 2 OF 2),4041009,2016-12-22,CONSTRUCTION,01/01/2017,2016-03-17,201312244992,2012-12-21,2016-03-17,2012-12-21,2016-12-22,CONSTRUCTION,"('2016-03-17', '2016-06-27', '2016-09-30', '2016-12-22')",1472.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,51.0,51.0,-122.391861644,37.7621478313,UMU,UMU,4.032876712328767,POINT (-122.391861644 37.7621478313),28,Potrero Hill,Other
398,5467,2009-03-10,1011 TENNESSEE ST,4108003G,2010-11-05,CONSTRUCTION,04/01/2011,2010-08-05,200703277415,2007-03-27,2009-03-10,2007-03-27,2010-11-05,CONSTRUCTION,"('2009-03-10', '2009-03-10', '2009-03-10', '2009-03-10', '2010-08-05', '2010-11-05', '2010-11-05')",1466.0,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2011,Under Construction,2.0,2.0,-122.389193,37.759041,UMU,UMU,4.016438356164383,POINT (-122.389193 37.759041),28,Potrero Hill,Other
495,17247,2008-11-07,1179 TENNESSEE ST,4172053,2014-12-18,CONSTRUCTION,01/01/2015,2014-03-21,9902819.0,1999-02-11,2008-11-07,1999-02-11,2014-12-18,CONSTRUCTION,"('2008-11-07', '2009-11-03', '2009-11-03', '2009-11-03', '2009-11-03', '2009-11-03', '2009-11-03', '2009-11-03', '2009-11-03', '2009-11-03', '2009-11-03', '2009-11-03', '2009-11-03', '2009-11-03', '2009-11-03', '2009-11-03', '2009-11-03', '2014-03-21', '2014-05-23', '2014-09-05', '2014-12-18')",5803.0,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2014,Under Construction,8.0,8.0,-122.3890583,37.7559927,UMU,UMU,15.898630136986302,POINT (-122.3890583 37.7559927),28,Potrero Hill,Other
2005,2684,,2198 03RD ST,4044030,2007-07-20,CONSTRUCTION,07/01/2010,2007-07-20,200005028846,2000-05-02,2007-07-20,2000-05-02,2007-07-20,CONSTRUCTION,"('2007-07-20', '2007-07-20', '2007-07-20', '2007-07-20')",3712.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2010,Under Construction,24.0,24.0,-122.388916,37.761902,M-2,M-2,10.169863013698631,POINT (-122.388916 37.761902),28,Potrero Hill,Industrial
1723,22010,2013-12-11,2538 03RD ST,4172006,2015-05-18,CONSTRUCTION,01/01/2016,2014-06-30,201209048832.0,2012-06-28,2012-06-28,2012-06-28 00:00:00,2015-05-18,CONSTRUCTION,"('2012-06-28', '2012-09-04', '2012-09-04', '2012-10-26', '2012-10-26', '2012-10-26', '2013-12-11', '2013-12-11', '2014-06-30', '2014-08-07', '2015-04-01', '2015-05-18', '2015-05-18', '2015-05-18', '2015-05-18')",1282.0,"('PL FILED', 'BP FILED', 'BP FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,1.0,1.0,-122.38856341299999,37.7573913578,NCT-2,NCT-2,3.5123287671232877,POINT (-122.388563413 37.7573913578),28,Potrero Hill,Nhb Commercial
1351,9786,,2235 03RD ST,4058010,2012-10-12,CONSTRUCTION,10/01/2012,2011-01-19,200907092309,2002-12-24,2009-07-09,2002-12-24,2012-10-12,CONSTRUCTION,"('2009-07-09', '2009-07-09', '2009-07-09', '2009-07-09', '2009-07-09', '2011-01-19', '2011-03-03', '2011-06-16', '2011-09-15', '2012-02-02', '2012-03-08', '2012-07-13', '2012-10-12')",3569.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2012,Under Construction,196.0,196.0,-122.38837,37.761297,UMU,UMU,9.778082191780822,POINT (-122.38837 37.761297),28,Potrero Hill,Other
1417,15580,2012-07-20,740 ILLINOIS ST AND 2121 THIRD ST,4045002,2014-05-23,CONSTRUCTION,07/01/2014,2012-11-13,201111179162,2010-02-12,2010-02-12,2010-02-12,2014-05-23,CONSTRUCTION,"('2010-02-12', '2010-02-12', '2010-02-12', '2010-02-12', '2010-02-12', '2010-02-12', '2010-02-12', '2011-11-17', '2011-11-17', '2012-07-20', '2012-07-20', '2012-11-13', '2013-04-30', '2013-06-27', '2013-09-10', '2013-12-31', '2014-04-01', '2014-05-23')",1600.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2014,Under Construction,106.0,106.0,-122.388248,37.762685,UMU,UMU,4.383561643835616,POINT (-122.388248 37.762685),28,Potrero Hill,Other
1936,12681,2012-02-10,616 20TH ST,4058008,2013-07-16,CONSTRUCTION,10/01/2013,2012-09-24,201012096400,2009-11-24,2009-11-24,2009-11-24,2013-07-16,CONSTRUCTION,"('2009-11-24', '2009-11-24', '2009-11-24', '2009-11-24', '2010-12-09', '2010-12-09', '2010-12-09', '2010-12-09', '2012-02-10', '2012-03-09', '2012-03-09', '2012-09-24', '2012-10-24', '2013-04-30', '2013-05-17', '2013-07-16')",1407.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2013,Under Construction,16.0,16.0,-122.387975,37.760768,UMU,UMU,3.8547945205479452,POINT (-122.387975 37.760768),28,Potrero Hill,Other
3118,5425,,1200 19TH ST,4038009,2010-05-14,CONSTRUCTION,04/01/2011,2009-11-25,200310097072,2003-10-09,2009-11-25,2003-10-09,2010-05-14,CONSTRUCTION,"('2009-11-25', '2010-04-05', '2010-05-14', '2010-05-14', '2010-05-14', '2010-05-14')",2731.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2011,Under Construction,2.0,,-122.39459,37.76149,RH-2,RH-2,7.482191780821918,POINT (-122.39459 37.76149),28,Potrero Hill,Conventional Residential
3228,3791,,2005 19TH ST,4073039,2010-04-02,CONSTRUCTION,10/01/2010,2009-09-23,200801253265,2008-01-25,2009-09-23,2008-01-25,2010-04-02,CONSTRUCTION,"('2009-09-23', '2009-11-16', '2010-04-02', '2010-04-02', '2010-04-02')",980.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2010,Under Construction,1.0,1.0,-122.402702,37.76079,RH-2,RH-2,2.684931506849315,POINT (-122.402702 37.76079),28,Potrero Hill,Conventional Residential
340,27030,,2207 25TH ST,4282A023,2013-03-12,CONSTRUCTION,01/01/2017,2013-03-12,201210091512,2010-04-01,2010-04-01,2010-04-01,2013-03-12,CONSTRUCTION,"('2010-04-01', '2010-04-01', '2010-10-13', '2010-10-13', '2010-10-13', '2010-10-13', '2010-10-13', '2010-10-13', '2010-10-13', '2010-10-13', '2012-10-09', '2013-03-12', '2013-03-12', '2013-03-12', '2013-03-12', '2013-03-12', '2013-03-12', '2013-03-12', '2013-03-12', '2013-03-12', '2013-03-12', '2013-03-12', '2013-03-12', '2013-03-12', '2013-03-12', '2013-03-12', '2013-03-12')",2467.0,"('PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,1.0,1.0,-122.40079901,37.7518232185,RH-2,RH-2,6.758904109589041,POINT (-122.40079901 37.75182321850001),28,Potrero Hill,Conventional Residential
1283,9370,2008-02-26,2608 POST ST,1073008,2011-11-29,CONSTRUCTION,07/01/2012,2011-11-29,200605312874,2006-05-31,2008-02-26,2006-05-31,2011-11-29,CONSTRUCTION,"('2008-02-26', '2008-02-26', '2008-02-26', '2008-02-26', '2008-02-26', '2008-02-26', '2008-02-26', '2008-02-26', '2008-02-26', '2011-11-29', '2011-11-29', '2011-11-29')",2223.0,"('BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2012,Under Construction,1.0,1.0,-122.444894,37.783775,RH-3,RH-3,6.090410958904109,POINT (-122.444894 37.783775),30,Presidio Heights,Conventional Residential
1817,1052,,75 LUPINE AV,1057005,2008-04-25,CONSTRUCTION,01/01/2010,2008-04-25,200310228304,2003-10-22,2008-04-25,2003-10-22,2008-04-25,CONSTRUCTION,"('2008-04-25', '2008-04-25')",2263.0,"('CONSTRUCTION', 'CONSTRUCTION')",4,2009,Under Construction,1.0,1.0,-122.447869,37.784305,RH-3,RH-3,6.2,POINT (-122.447869 37.784305),30,Presidio Heights,Conventional Residential
1020,8551,2011-09-07,3732 SACRAMENTO ST,1012012,2012-02-17,CONSTRUCTION,04/01/2012,2011-12-27,201105115822,2011-05-11,2011-05-11,2011-05-11,2012-02-17,CONSTRUCTION,"('2011-05-11', '2011-09-07', '2011-12-27', '2012-02-17')",326.0,"('BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",1,2012,Under Construction,1.0,1.0,-122.454281,37.787531,RH-3,RH-3,0.8931506849315068,POINT (-122.454281 37.78753100000001),30,Presidio Heights,Conventional Residential
239,25849,,3378 SACRAMENTO ST,1008047,2016-09-08,CONSTRUCTION,10/01/2016,2016-09-08,201602099198,2016-01-22,2016-02-09,2016-01-22,2016-09-08,CONSTRUCTION,"('2016-02-09', '2016-02-09', '2016-09-08')",253.0,"('BP FILED', 'BP FILED', 'CONSTRUCTION')",3,2016,Under Construction,4.0,0.0,-122.44841228700001,37.7881354278,NCD,NCD,0.6931506849315069,POINT (-122.448412287 37.7881354278),30,Presidio Heights,Nhb Commercial
2474,23607,2015-05-01,66 COOK ST,1067028,2016-02-23,CONSTRUCTION,04/01/2016,2015-07-21,201411171684.0,2014-11-17,2014-11-17,2014-11-17,2016-02-23,CONSTRUCTION,"('2014-11-17', '2015-05-01', '2015-07-21', '2015-10-15', '2015-10-15', '2016-02-23')",501.0,"('BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,1.0,1.0,-122.451979,37.7826086869,RH-2,RH-2,1.3726027397260274,POINT (-122.451979 37.7826086869),30,Presidio Heights,Conventional Residential
2821,14761,2012-01-25,3210 JACKSON ST,0973031,2013-09-09,CONSTRUCTION,04/01/2014,2013-04-09,201104013321,2011-04-01,2011-04-01,2011-04-01,2013-09-09,CONSTRUCTION,"('2011-04-01', '2011-04-01', '2012-01-25', '2012-01-25', '2012-01-25', '2012-01-25', '2012-01-25', '2013-04-09', '2013-06-11', '2013-09-09', '2013-09-09', '2013-09-09')",1096.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2014,Under Construction,1.0,1.0,-122.4479479,37.7907811,RH-1,RH-1,3.0027397260273974,POINT (-122.4479479 37.7907811),30,Presidio Heights,Conventional Residential
2879,12259,2011-05-12,3310 CLAY ST,0997004,2012-08-13,CONSTRUCTION,07/01/2013,2012-01-09,200911020335,2009-11-02,2009-11-02,2009-11-02,2012-08-13,CONSTRUCTION,"('2009-11-02', '2009-11-02', '2009-11-02', '2009-11-02', '2009-11-02', '2009-11-02', '2011-05-12', '2011-05-12', '2012-01-09', '2012-01-09', '2012-07-11', '2012-08-13', '2012-08-13', '2012-08-13', '2012-08-13')",1337.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2013,Under Construction,1.0,1.0,-122.4473823,37.7890569,RM-1,RM-1,3.663013698630137,POINT (-122.4473823 37.7890569),30,Presidio Heights,Industrial
3038,26259,2015-03-03,74 BLAKE ST,1068004,2015-07-08,CONSTRUCTION,10/01/2016,2015-04-16,201401317585,2014-01-31,2014-01-31,2014-01-31,2015-07-08,CONSTRUCTION,"('2014-01-31', '2014-01-31', '2014-01-31', '2015-03-03', '2015-04-16', '2015-07-08', '2015-07-08', '2015-07-08', '2015-07-08', '2015-07-08', '2015-07-08')",974.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,1.0,1.0,-122.450923525,37.7825672044,RH-2,RH-2,2.6684931506849314,POINT (-122.450923525 37.7825672044),30,Presidio Heights,Conventional Residential
3116,516,,23 WOOD ST,1069005,2006-11-14,CONSTRUCTION,10/01/2009,2006-11-14,200207252319,2002-07-25,2006-11-14,2002-07-25,2006-11-14,CONSTRUCTION,"('2006-11-14',)",2625.0,"('CONSTRUCTION',)",3,2009,Under Construction,1.0,1.0,-122.448884,37.783923,RH-3,RH-3,7.191780821917808,POINT (-122.448884 37.783923),30,Presidio Heights,Conventional Residential
1755,27761,,853 LOMBARD ST,0073018B,2016-09-29,CONSTRUCTION,01/01/2017,2016-06-08,201602250467,2016-02-25,2016-02-25,2016-02-25,2016-09-29,CONSTRUCTION,"('2016-02-25', '2016-06-08', '2016-09-29', '2016-09-29')",311.0,"('BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2016,Under Construction,1.0,1.0,-122.41551727299999,37.802227504899996,RM-1,RM-1,0.852054794520548,POINT (-122.415517273 37.8022275049),31,Russian Hill,Industrial
2587,5501,2009-12-07,5 CYRUS PL,0155052,2011-01-12,CONSTRUCTION,04/01/2011,2010-04-07,200811106167,2008-11-10,2008-11-10,2008-11-10,2011-01-12,CONSTRUCTION,"('2008-11-10', '2009-12-07', '2010-04-07', '2010-06-10', '2010-08-12', '2011-01-12', '2011-01-12')",872.0,"('BP FILED', 'BP APPROVED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2011,Under Construction,1.0,1.0,-122.417191,37.796369,RH-3,RH-3,2.389041095890411,POINT (-122.417191 37.796369),31,Russian Hill,Conventional Residential
2207,588,,963 NORTH POINT ST,0453013,2009-07-15,CONSTRUCTION,10/01/2009,2009-07-15,200610124833,2006-10-12,2009-07-15,2006-10-12,2009-07-15,CONSTRUCTION,"('2009-07-15',)",1085.0,"('CONSTRUCTION',)",3,2009,Under Construction,2.0,2.0,-122.422962,37.80525,NC-1,NC-1,2.9726027397260273,POINT (-122.422962 37.80525000000001),31,Russian Hill,Nhb Commercial
838,14518,2012-10-04,1645-1661 PACIFIC AV,0595013,2014-03-24,CONSTRUCTION,04/01/2014,2013-04-10,201110146841,2007-07-25,2007-07-25,2007-07-25,2014-03-24,CONSTRUCTION,"('2007-07-25', '2007-07-25', '2007-07-25', '2007-07-25', '2007-07-25', '2010-11-04', '2010-11-04', '2010-11-04', '2010-11-04', '2011-10-14', '2011-10-14', '2011-10-14', '2012-10-04', '2012-10-04', '2013-04-10', '2013-06-25', '2013-09-26', '2013-12-31', '2014-03-24')",2442.0,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2014,Under Construction,38.0,38.0,-122.422317,37.794805,POLK,POLK,6.69041095890411,POINT (-122.422317 37.794805),31,Russian Hill,Other
1318,12255,2011-03-15,1269 LOMBARD ST,0501023,2013-04-30,CONSTRUCTION,07/01/2013,2012-02-23,200906090028,2009-06-09,2009-06-09,2009-06-09,2013-04-30,CONSTRUCTION,"('2009-06-09', '2009-06-09', '2009-06-09', '2009-06-09', '2009-06-26', '2011-03-15', '2011-03-15', '2011-03-15', '2011-03-15', '2012-02-23', '2012-06-25', '2012-10-04', '2012-11-02', '2013-04-09', '2013-04-30')",1483.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2013,Under Construction,1.0,1.0,-122.422287,37.801478,RH-2,RH-2,4.063013698630137,POINT (-122.422287 37.801478),31,Russian Hill,Conventional Residential
1877,10972,2011-08-17,1946 POLK ST,0596024,2013-04-03,CONSTRUCTION,04/01/2013,2012-03-09,200711148042,2007-11-14,2007-11-14,2007-11-14,2013-04-03,CONSTRUCTION,"('2007-11-14', '2007-11-14', '2007-11-14', '2007-11-24', '2007-11-24', '2007-11-24', '2007-11-24', '2007-11-24', '2011-08-17', '2011-08-17', '2012-03-09', '2012-07-12', '2012-08-09', '2012-12-11', '2013-04-03')",1965.0,"('BP FILED', 'BP FILED', 'BP FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2013,Under Construction,39.0,39.0,-122.421312,37.794586,POLK,POLK,5.383561643835616,POINT (-122.421312 37.794586),31,Russian Hill,Other
2195,21877,2012-12-10,721 BEACH ST,0025017,2015-12-18,CONSTRUCTION,01/01/2016,2014-05-30,201011295645.0,2006-11-07,2010-11-29,2006-11-07,2015-12-18,CONSTRUCTION,"('2010-11-29', '2010-11-29', '2010-11-29', '2010-11-29', '2010-11-29', '2010-11-29', '2010-11-29', '2010-11-29', '2012-12-10', '2013-04-24', '2013-04-24', '2013-04-24', '2013-04-24', '2013-04-24', '2014-05-30', '2014-09-24', '2015-03-16', '2015-05-28', '2015-05-28', '2015-08-27', '2015-12-18')",3342.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'BP REINSTATED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2015,Under Construction,1.0,1.0,-122.420950211,37.8063175991,C-2,C-2,9.156164383561643,POINT (-122.420950211 37.8063175991),31,Russian Hill,Standard Commercial
1652,25030,2012-09-06,827 NORTH POINT ST,0026030,2014-06-03,CONSTRUCTION,07/01/2016,2013-06-12,201111078462,2011-11-07,2011-11-07,2011-11-07 00:00:00,2014-06-03,CONSTRUCTION,"('2011-11-07', '2011-11-07', '2011-11-07', '2012-09-06', '2012-09-06', '2012-09-06', '2013-06-12', '2013-08-30', '2013-11-20', '2013-11-20', '2014-06-03', '2014-06-03', '2014-06-03', '2014-06-03', '2014-06-03', '2014-06-03', '2014-06-03', '2014-06-03', '2014-06-03')",1698.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2016,Under Construction,3.0,3.0,-122.420870283,37.805369032,RH-3,RH-3,4.652054794520548,POINT (-122.420870283 37.805369032),31,Russian Hill,Conventional Residential
133,4154,,2603 HYDE STREET,0026006,2010-08-04,CONSTRUCTION,01/01/2011,2009-08-14,200703095864,2007-03-09,2009-08-14,2007-03-09,2010-08-04,CONSTRUCTION,"('2009-08-14', '2009-12-08', '2010-04-12', '2010-05-13', '2010-08-04', '2010-08-04')",1394.0,"('CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2010,Under Construction,3.0,3.0,-122.420256,37.804861,RH-3,RH-3,3.819178082191781,POINT (-122.420256 37.804861),31,Russian Hill,Conventional Residential
