,Unnamed: 0,Unnamed: 0.1,BP_date,address_x,aff,affnet,apn,best_date,best_stat,comp_date,con_date,dbi_permit,dropped_out,first_date,first_project_record_date,firstfiled,latest_project_record_date,latest_project_status,project_dates,project_duration_days,project_statuses,report_quarter,report_year,status,units,unitsnet,x,y,zoning,zoning_simplified,bp_duplicates,project_time_years,aff_address,address_y,Low Income Units,Placed in Service (PIS) Date ,iz_address,Total BMRs in this Building or Phase,Planning Approval Date,Completion Date,_merge,geometry,index_right,nhood,permit_time,bp_time,con_time,ptime_per_unit,bptime_per_unit,contime_per_unit,zone_class,year_start,first_year
1264,1264,0,2009-08-10,1515 12TH AV,,,1858004,2010-08-12,CONSTRUCTION,10/01/2010,2010-02-09,200608250627,False,2006-08-25,2009-08-10,2006-08-25,2010-08-12,CONSTRUCTION,"('2009-08-10', '2009-08-10', '2010-02-09', '2010-05-20', '2010-08-12')",1498.0,"('BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2010,Under Construction,1.0,1.0,-122.46941499999998,37.759741999999996,RH-2,RH-2,False,4.104109589041096,,,,,,,,,left_only,POINT (-122.469415 37.759742),11,Inner Sunset,2.9616438356164383,0.5013698630136987,0.6410958904109589,2.9616438356164383,0.5013698630136987,0.6410958904109589,Conventional Residential,2006,2006
1336,1336,0,,227 NORIEGA ST,0.0,0.0,2046040A,2014-10-21,PL FILED,,,200902122009,False,2009-02-12,2009-02-12,2009-02-12,2014-10-21,PL FILED,"('2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2009-02-12', '2014-10-21')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL FILED')",2,2016,Proposed,1.0,1.0,-122.466177159,37.7544455353,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.466177159 37.75444553530001),11,Inner Sunset,,,,,,,Conventional Residential,2009,2009
1394,1394,0,,1710 08TH AV,,,2042012,2006-06-19,BP FILED,,,200606194392,False,2006-06-15,2006-06-19,2006-06-15,2006-06-19,BP FILED,"('2006-06-19', '2006-06-19', '2006-06-19', '2006-06-19', '2006-06-19', '2006-06-19', '2006-06-19', '2006-06-19')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2011,Proposed,1.0,1.0,-122.46453500000001,37.756288,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.464535 37.756288),11,Inner Sunset,,,,,,,Conventional Residential,2006,2006
1410,1410,0,,CRESTMONT DRIVE,,,2636025,2013-03-07,PL APPROVED,,,,True,2004-03-25,2004-03-25,2004-03-25,2013-03-07,PL APPROVED,"('2004-03-25', '2013-03-07', '2013-03-07', '2013-03-07', '2013-03-07', '2013-03-07', '2013-03-07', '2013-03-07')",,"('PL FILED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED', 'PL APPROVED')",3,2014,Proposed,34.0,34.0,-122.4597173,37.7569966,RM-1,RM-1,True,,,,,,,,,,left_only,POINT (-122.4597173 37.7569966),11,Inner Sunset,,,,,,,Industrial,2004,2004
1492,1492,0,,439 JUDAH ST,,,1844045,2011-05-26,BP FILED,,,201105266939,True,2011-05-26,2011-05-26,2011-05-26,2011-05-26,BP FILED,"('2011-05-26', '2011-05-26', '2011-05-26', '2011-05-26', '2011-05-26', '2011-05-26', '2011-05-26')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",4,2012,Proposed,1.0,1.0,-122.4668851,37.7620983,INNER SUNSET,INNER SUNSET,False,,,,,,,,,,left_only,POINT (-122.4668851 37.7620983),11,Inner Sunset,,,,,,,Other,2011,2011
1501,1501,0,2010-12-09,1266 09TH AV,,,1742043,2013-11-14,CONSTRUCTION,01/01/2014,2012-07-09,200912183521,False,2008-06-12,2008-06-12,2008-06-26,2013-11-14,CONSTRUCTION,"('2008-06-12', '2009-12-18', '2009-12-18', '2009-12-18', '2009-12-18', '2010-12-09', '2010-12-09', '2010-12-09', '2010-12-09', '2010-12-09', '2010-12-09', '2012-07-09', '2012-10-17', '2012-12-12', '2013-03-15', '2013-06-17', '2013-09-27', '2013-11-14')",2029.0,"('PL APPROVED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",4,2013,Under Construction,15.0,15.0,-122.46625130000001,37.7646751,INNER SUNSET,INNER SUNSET,False,5.558904109589042,,,,,,,,,left_only,POINT (-122.4662513 37.7646751),11,Inner Sunset,2.493150684931507,1.5835616438356164,1.4821917808219178,0.16621004566210046,0.10557077625570775,0.09881278538812785,Other,2008,2008
1504,1504,0,2014-03-25,1424 10TH AV,0.0,0.0,1844040,2014-03-25,BP ISSUED,,,201311010862,True,2013-11-01,2013-11-01,2013-11-01,2014-03-25,BP ISSUED,"('2013-11-01', '2014-03-25', '2014-03-25', '2014-03-25', '2014-03-25')",,"('BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",4,2014,Building Permit Approved,1.0,1.0,-122.467082,37.761565000000004,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.467082 37.761565),11,Inner Sunset,0.39452054794520547,,,0.39452054794520547,,,Conventional Residential,2013,2013
1505,1505,0,,427 MORAGA ST,0.0,0.0,2039044,2008-07-03,BP FILED,,,200807035945,True,2008-07-03,2008-07-03,2008-07-03,2008-07-03,BP FILED,"('2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03', '2008-07-03')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,1.0,-122.46737900000001,37.7562669315,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.467379 37.7562669315),11,Inner Sunset,,,,,,,Conventional Residential,2008,2008
1561,1561,0,,1443 12TH AV,0.0,0.0,1841007,2013-01-28,BP FILED,,,201301288928,False,2013-01-28,2013-01-28,2013-01-28,2013-01-28,BP FILED,"('2013-01-28', '2013-01-28', '2013-01-28', '2013-01-28', '2013-01-28', '2013-01-28', '2013-01-28', '2013-01-28', '2013-01-28', '2013-01-28', '2013-01-28', '2013-01-28', '2013-01-28', '2013-01-28', '2013-01-28', '2013-01-28', '2013-01-28', '2013-01-28')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.4696655273,37.7611885071,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.4696655273 37.7611885071),11,Inner Sunset,,,,,,,Conventional Residential,2013,2013
1574,1574,0,2004-04-30,282 CARL ST,,,1266018,2004-04-30,BP ISSUED,,,200308051249,True,2003-08-05,2004-04-30,2003-08-05,2004-04-30,BP ISSUED,"('2004-04-30',)",,"('BP ISSUED',)",3,2009,Building Permit Approved,1.0,1.0,-122.45403700000001,37.765392,RH-3,RH-3,False,,,,,,,,,,left_only,POINT (-122.454037 37.765392),11,Inner Sunset,0.736986301369863,,,0.736986301369863,,,Conventional Residential,2003,2003
1683,1683,0,,1530 - 1585  5TH AV,55.0,55.0,2636001,2015-10-22,PL FILED,,,,True,2014-10-15,2015-10-22,2014-10-15,2015-10-22,PL FILED,"('2015-10-22', '2015-10-22', '2015-10-22', '2015-10-22', '2015-10-22')",,"('PL FILED', 'PL FILED', 'PL FILED', 'PL FILED', 'PL FILED')",4,2016,Proposed,374.0,374.0,-122.46064762700001,37.7593679789,RM-2,RM-2,True,,,,,,,,,,left_only,POINT (-122.460647627 37.7593679789),11,Inner Sunset,,,,,,,Industrial,2014,2014
1704,1704,0,,1335 05TH AV,0.0,0.0,1760009,2015-05-06,BP FILED,,,201505065520,False,2015-05-06,2015-05-06,2015-05-06,2015-05-06,BP FILED,"('2015-05-06', '2015-05-06', '2015-05-06', '2015-05-06', '2015-05-06', '2015-05-06', '2015-05-06', '2015-05-06', '2015-05-06')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.46231079100001,37.7635192871,,,False,,,,,,,,,,left_only,POINT (-122.462310791 37.7635192871),11,Inner Sunset,,,,,,,,2015,2015
1751,1751,0,,1221 14TH AV,0.0,0.0,1736061,2016-06-14,CONSTRUCTION,10/01/2016,2016-06-14,201505146405,False,2015-05-14,2015-05-14,2015-05-14,2016-06-14,CONSTRUCTION,"('2015-05-14', '2015-05-14', '2015-05-14', '2016-06-14', '2016-06-14')",506.0,"('BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,1.0,1.0,-122.47210972,37.765235805100005,RH-2,RH-2,False,1.3863013698630138,,,,,,,,,left_only,POINT (-122.47210972 37.7652358051),11,Inner Sunset,,,0.29863013698630136,,,0.29863013698630136,Conventional Residential,2015,2015
1811,1811,0,2007-11-28,580 OAK PARK DR,,,2676030,2007-11-28,BP ISSUED,,,200212042761,True,2002-12-04,2007-11-28,2002-12-04,2007-11-28,BP ISSUED,"('2007-11-28', '2007-11-28', '2007-11-28', '2007-11-28', '2007-11-28', '2007-11-28', '2007-11-28', '2007-11-28', '2007-11-28', '2007-11-28', '2007-11-28', '2007-11-28', '2007-11-28')",,"('BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",3,2012,Building Permit Approved,1.0,1.0,-122.460196,37.756322,RH-1(D),RH-1(D),False,,,,,,,,,,left_only,POINT (-122.460196 37.756322),11,Inner Sunset,4.986301369863014,,,4.986301369863014,,,Conventional Residential,2002,2002
1833,1833,0,,1466 11TH AV,0.0,0.0,1843029,2016-08-05,BP FILED,,,201608054307,False,2016-08-05,2016-08-05,2016-08-05,2016-08-05,BP FILED,"('2016-08-05', '2016-08-05', '2016-08-05')",,"('BP FILED', 'BP FILED', 'BP FILED')",1,2017,Proposed,1.0,1.0,-122.46790624299999,37.7608558214,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.467906243 37.7608558214),11,Inner Sunset,,,,,,,Conventional Residential,2016,2016
1897,1897,0,2010-09-15,1560 SHRADER ST,,,1294027,2011-01-31,CONSTRUCTION,04/01/2011,2011-01-31,200807146619,False,2008-07-14,2008-07-14,2008-07-14,2011-01-31,CONSTRUCTION,"('2008-07-14', '2008-07-14', '2008-07-14', '2008-07-14', '2010-09-15', '2010-09-15', '2011-01-31')",991.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'CONSTRUCTION')",1,2011,Under Construction,1.0,1.0,-122.450208,37.760534,RH-2,RH-2,False,2.7150684931506848,,,,,,,,,left_only,POINT (-122.450208 37.760534),11,Inner Sunset,2.1726027397260275,0.3780821917808219,0.1643835616438356,2.1726027397260275,0.3780821917808219,0.1643835616438356,Conventional Residential,2008,2008
1916,1916,0,2016-01-08,1366 09TH AV,0.0,0.0,1763027,2016-01-08,BP ISSUED,,,201504032736,False,2015-04-03,2015-04-03,2015-04-03,2016-01-08,BP ISSUED,"('2015-04-03', '2015-04-03', '2016-01-08', '2016-01-08', '2016-01-08', '2016-01-08', '2016-01-08', '2016-01-08', '2016-01-08')",,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,1.0,1.0,-122.4658966064,37.7628135681,,,False,,,,,,,,,,left_only,POINT (-122.4658966064 37.7628135681),11,Inner Sunset,0.7671232876712328,,,0.7671232876712328,,,,2015,2015
1919,1919,0,2014-09-18,721 KIRKHAM ST,0.0,0.0,1857036,2015-05-29,CONSTRUCTION,04/01/2016,2015-02-23,201307262866,False,2013-07-26,2013-07-26,2013-07-26,2015-05-29,CONSTRUCTION,"('2013-07-26', '2013-07-26', '2013-07-26', '2013-07-26', '2014-09-18', '2015-02-23', '2015-05-29', '2015-05-29', '2015-05-29', '2015-05-29', '2015-05-29')",980.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",1,2016,Under Construction,2.0,2.0,-122.468623,37.7599510685,RH-2,RH-2,False,2.684931506849315,,,,,,,,,left_only,POINT (-122.468623 37.7599510685),11,Inner Sunset,1.1479452054794521,0.4328767123287671,1.104109589041096,0.5739726027397261,0.21643835616438356,0.552054794520548,Conventional Residential,2013,2013
2077,2077,0,,1126 IRVING ST,0.0,0.0,1738021,2014-08-21,BP FILED,,,201408214436,True,2014-01-21,2014-01-21,2014-01-21,2014-08-21,BP FILED,"('2014-01-21', '2014-01-21', '2014-08-21', '2014-08-21', '2014-08-21', '2014-08-21', '2014-08-21', '2014-08-21', '2014-08-21')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,4.0,4.0,-122.470017,37.7641244235,NCD-INNER SUNSET,NCD-INNER SUNSET,False,,,,,,,,,,left_only,POINT (-122.470017 37.7641244235),11,Inner Sunset,,,,,,,Nhb Commercial,2014,2014
2208,2208,0,2017-02-17,1456 08TH AV,0.0,0.0,1846033,2017-02-17,BP ISSUED,,,201608316527,False,2016-08-31,2016-08-31,2016-08-31,2017-02-17,BP ISSUED,"('2016-08-31', '2016-08-31', '2017-02-17', '2017-02-17')",,"('BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,1.0,1.0,-122.4647064209,37.7611351013,,,False,,,,,,,,,,left_only,POINT (-122.4647064209 37.7611351013),11,Inner Sunset,0.4657534246575342,,,0.4657534246575342,,,,2016,2016
2220,2220,0,2017-09-12,1531 06TH AV,0.0,0.0,1852006,2017-09-12,BP ISSUED,,,201609016554,False,2016-09-01,2016-09-01,2016-09-01,2017-09-12,BP ISSUED,"('2016-09-01', '2016-09-01', '2016-09-01', '2017-09-12')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",2,2017,Building Permit Approved,1.0,1.0,-122.46313476559999,37.7599525452,,,False,,,,,,,,,,left_only,POINT (-122.4631347656 37.7599525452),11,Inner Sunset,1.0301369863013699,,,1.0301369863013699,,,,2016,2016
2221,2221,0,,1315 07TH AV,,,1762004,2009-09-15,CONSTRUCTION,10/01/2009,2009-09-15,200606144023,False,2004-12-21,2009-09-15,2004-12-21,2009-09-15,CONSTRUCTION,"('2009-09-15',)",1745.0,"('CONSTRUCTION',)",3,2009,Under Construction,9.0,9.0,-122.464303,37.763718,NCD,NCD,False,4.780821917808218,,,,,,,,,left_only,POINT (-122.464303 37.763718),11,Inner Sunset,,,0.043835616438356165,,,0.004870624048706241,Nhb Commercial,2004,2004
2252,2252,0,,1251 14TH AV,,,1736011,2004-04-14,BP FILED,,,200404141230,True,2004-04-14,2004-04-14,2004-04-14,2004-04-14,BP FILED,"('2004-04-14',)",,"('BP FILED',)",3,2009,Proposed,1.0,1.0,-122.47191299999999,37.764723,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.471913 37.764723),11,Inner Sunset,,,,,,,Conventional Residential,2004,2004
2292,2292,0,,599 CRESTMONT DR,0.0,0.0,2636025,2014-03-07,PL APPROVED,,,,False,2004-01-27,2014-03-07,2004-01-27,2014-03-07,PL APPROVED,"('2014-03-07', '2014-03-07', '2014-03-07')",,"('PL APPROVED', 'PL APPROVED', 'PL APPROVED')",2,2017,Proposed,29.0,29.0,-122.4607849121,37.7589416504,,,True,,,,,,599 CRESTMONT DR,0.0,05/14/2015,,both,POINT (-122.4607849121 37.7589416504),11,Inner Sunset,,,,,,,,2004,2004
2305,2305,0,,2062 12TH AV,0.0,0.0,2131A026,2015-05-08,BP FILED,,,201505085788,False,2015-05-08,2015-05-08,2015-05-08,2015-05-08,BP FILED,"('2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08', '2015-05-08')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.4680557251,37.749637603800004,,,False,,,,,,,,,,left_only,POINT (-122.4680557251 37.7496376038),11,Inner Sunset,,,,,,,,2015,2015
2383,2383,0,,1596 09TH AV,,,1854016A,2014-09-26,CONSTRUCTION,10/01/2014,2014-09-26,201312315322,False,2013-12-31,2013-12-31,2013-12-31,2014-09-26,CONSTRUCTION,"('2013-12-31', '2013-12-31', '2013-12-31', '2014-09-26')",274.0,"('BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION')",3,2014,Under Construction,1.0,1.0,-122.46578600000001,37.758367,RH-2,RH-2,False,0.7506849315068493,,,,,,,,,left_only,POINT (-122.465786 37.758367),11,Inner Sunset,,,0.0136986301369863,,,0.0136986301369863,Conventional Residential,2013,2013
2404,2404,0,2017-10-02,1315 14TH AV,0.0,0.0,1769004,2017-10-02,BP ISSUED,,,201607273516,False,2016-07-27,2016-07-27,2016-07-27,2017-10-02,BP ISSUED,"('2016-07-27', '2016-07-27', '2016-07-27', '2017-10-02')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED')",2,2017,Building Permit Approved,1.0,1.0,-122.47193908690001,37.763423919699996,,,False,,,,,,,,,,left_only,POINT (-122.4719390869 37.7634239197),11,Inner Sunset,1.1835616438356165,,,1.1835616438356165,,,,2016,2016
2418,2418,0,,1658 10TH AV,0.0,0.0,1934029,2017-03-27,PL APPROVED,,,201606109695,False,2016-06-10,2016-06-10,2016-06-10,2017-03-27,PL APPROVED,"('2016-06-10', '2016-06-10', '2016-06-10', '2016-06-10', '2017-03-27')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'PL APPROVED')",2,2017,Proposed,1.0,1.0,-122.466583252,37.7573127747,,,False,,,,,,,,,,left_only,POINT (-122.466583252 37.7573127747),11,Inner Sunset,,,,,,,,2016,2016
27,27,0,,49 SUSSEX ST,0.0,0.0,6729067,2016-09-16,BP FILED,,,201609168034,False,2016-09-16,2016-09-16,2016-09-16,2016-09-16,BP FILED,"('2016-09-16', '2016-09-16', '2016-09-16', '2016-09-16')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.43385314940001,37.7365074158,,,False,,,,,,,,,,left_only,POINT (-122.4338531494 37.7365074158),6,Glen Park,,,,,,,,2016,2016
30,30,0,,1749 DOLORES ST,0.0,0.0,6659006,2017-08-21,CONSTRUCTION,,2015-03-27,201312305300,False,2013-12-30,2013-12-30,2013-12-30,2017-08-21,CONSTRUCTION,"('2013-12-30', '2013-12-30', '2013-12-30', '2013-12-30', '2015-03-27', '2015-06-04', '2015-06-18', '2015-10-05', '2015-10-05', '2015-10-05', '2015-10-05', '2015-10-05', '2015-10-05', '2015-10-05', '2017-08-21')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",2,2017,Under Construction,1.0,1.0,-122.42384338379999,37.741619110100004,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.4238433838 37.7416191101),6,Glen Park,,,,,,,Conventional Residential,2013,2013
52,52,0,,446 CHENERY ST,0.0,0.0,6717012,2016-03-04,BP FILED,,,201603041244,True,2016-03-04,2016-03-04,2016-03-04,2016-03-04,BP FILED,"('2016-03-04',)",,"('BP FILED',)",1,2016,Proposed,1.0,0.0,-122.42973899999998,37.7361540169,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.429739 37.7361540169),6,Glen Park,,,,,,,Conventional Residential,2016,2016
229,229,0,2016-11-10,406 CHENERY ST,0.0,0.0,6717008,2017-03-06,CONSTRUCTION,04/01/2017,2017-03-06,201603020949,False,2016-03-02,2016-03-02,2016-03-02,2017-03-06,CONSTRUCTION,"('2016-03-02', '2016-03-02', '2016-11-10', '2017-03-06')",395.0,"('BP FILED', 'BP FILED', 'BP ISSUED', 'CONSTRUCTION')",1,2017,Under Construction,1.0,1.0,-122.42927238200001,37.7363236137,RH-2,RH-2,False,1.082191780821918,,,,,,,,,left_only,POINT (-122.429272382 37.7363236137),6,Glen Park,0.6931506849315069,0.3178082191780822,0.07123287671232877,0.6931506849315069,0.3178082191780822,0.07123287671232877,Conventional Residential,2016,2016
313,313,0,,140 - 142 LAIDLEY STREET,,,6665071,2009-10-29,PL FILED,,,,True,2009-10-29,2009-10-29,2009-10-29,2009-10-29,PL FILED,"('2009-10-29',)",,"('PL FILED',)",4,2009,Proposed,2.0,,-122.429695,37.739553,RH-1,RH-1,True,,,,,,,,,,left_only,POINT (-122.429695 37.739553),6,Glen Park,,,,,,,Conventional Residential,2009,2009
385,385,0,,2783 DIAMOND ST,0.0,0.0,6742027A,2016-04-13,BP FILED,,,201604134699,False,2016-04-13,2016-04-13,2016-04-13,2016-04-13,BP FILED,"('2016-04-13', '2016-04-13', '2016-04-13', '2016-04-13', '2016-04-13')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",2,2017,Proposed,1.0,1.0,-122.4335632324,37.7349777222,,,False,,,,,,,,,,left_only,POINT (-122.4335632324 37.7349777222),6,Glen Park,,,,,,,,2016,2016
652,652,0,,564 CHENERY ST,0.0,0.0,6727016,2008-04-02,BP FILED,,,200804028581,True,2008-04-02,2008-04-02,2008-04-02,2008-04-02,BP FILED,"('2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02', '2008-04-02')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP FILED')",1,2016,Proposed,1.0,1.0,-122.43161699999999,37.734936548600004,RH-2,RH-2,False,,,,,,,,,,left_only,POINT (-122.431617 37.7349365486),6,Glen Park,,,,,,,Conventional Residential,2008,2008
764,764,0,2013-02-20,74 GOLD MINE DR,,0.0,7520034,2014-03-17,CONSTRUCTION,10/01/2014,2014-03-17,201107261097,False,2011-07-26,2013-02-20,2011-07-26,2014-03-17,CONSTRUCTION,"('2013-02-20', '2013-02-20', '2014-03-17', '2014-03-17', '2014-03-17')",1163.0,"('BP ISSUED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION', 'CONSTRUCTION')",3,2014,Under Construction,1.0,1.0,-122.437614,37.743356,RH-1,RH-1,False,3.186301369863014,,,,,,,,,left_only,POINT (-122.437614 37.743356),6,Glen Park,1.5753424657534247,1.0684931506849316,0.5424657534246575,1.5753424657534247,1.0684931506849316,0.5424657534246575,Conventional Residential,2011,2011
774,774,0,2017-02-03,489 30TH ST,0.0,0.0,6652026,2017-02-03,BP ISSUED,,,201602018430,False,2016-02-01,2016-02-01,2016-02-01,2017-02-03,BP ISSUED,"('2016-02-01', '2016-02-01', '2016-02-01', '2016-02-01', '2017-02-03', '2017-02-03')",,"('BP FILED', 'BP FILED', 'BP FILED', 'BP FILED', 'BP ISSUED', 'BP ISSUED')",2,2017,Building Permit Approved,1.0,1.0,-122.4306640625,37.7416343689,,,False,,,,,,,,,,left_only,POINT (-122.4306640625 37.7416343689),6,Glen Park,1.0082191780821919,,,1.0082191780821919,,,,2016,2016
789,789,0,2015-09-03,601 29TH ST,0.0,0.0,7537001,2016-08-03,CONSTRUCTION,10/01/2016,2016-05-27,201410068159,False,2014-10-06,2014-10-06,2014-10-06,2016-08-03,CONSTRUCTION,"('2014-10-06', '2014-10-06', '2014-10-06', '2015-09-03', '2015-09-03', '2016-02-25', '2016-05-27', '2016-08-03')",726.0,"('BP FILED', 'BP FILED', 'BP FILED', 'BP APPROVED', 'BP APPROVED', 'BP ISSUED', 'CONSTRUCTION', 'CONSTRUCTION')",3,2016,Under Construction,1.0,1.0,-122.43358402,37.743155097199995,RH-1,RH-1,False,1.9890410958904108,,,,,,,,,left_only,POINT (-122.43358402 37.7431550972),6,Glen Park,0.9095890410958904,0.7315068493150685,0.34794520547945207,0.9095890410958904,0.7315068493150685,0.34794520547945207,Conventional Residential,2014,2014
